kitob_id,kitob_nomi,muallif,kategoriya,tavsif,til,nashr_yili,muqova_rasmi_url,kitob_sahifasi_url,pdf_yuklab_olish_url,tur,daraja,sahifalar_soni,reyting,yaratilgan
147999,Harbiy haydovchilarni ekstremal vaziyatlarga tayyorlashda maxsus qurilmalar va trenajyorlardan foydalanishning chet el tajribalari,Sharipov D. H.,Tabiiy-ilmiy,"Dunyoda globallashuv jarayonlarining jadallashuvi, davlatlararo (Rossiya-Ukraina, Isroil-Falastin, Suriya, Iroq, Afg'oniston va boshqalar) yuz berayotgan mojarolar va qurolli to'qnashuvlar, shuninjek, terrorizm hamda diniy ekstremizm harakatlarini tahlil qiladigan bo'lsak, jangovar harakatlar taktikasi va ko'rinishlari kun sayin o'zgarib bormoda.",O'zbek,2026,https://api.ziyonet.uz/images/default/default_cover.png,https://library.ziyonet.uz/book/147999,https://api.ziyonet.uz/uploads/books/10005547/pIf8iGP4yOKAexJ.pdf,Maqola,Oliy o‘quv yurtidan keyingi ta‘lim,5,0.0,18.07.2026
147998,Qurolli kuchlarda mavjud zirxli texnikalarni modernizasiyalash tahlili,Sharipov D.H,Tabiiy-ilmiy,Hozirgi kunda ham SSSR davrida ishlab chiqarilgan ushbu harbiy texnikalarda belgilangan texnik xizmatlar va ta'mir o'tkazish hamda modernizasiyalash hisobiga ulardan samarali foydalanib kelinmoqda.,O'zbek,2026,https://api.ziyonet.uz/images/default/default_cover.png,https://library.ziyonet.uz/book/147998,https://api.ziyonet.uz/uploads/books/10005547/oSwKg4De6gOKXRn.pdf,Maqola,Oliy ta‘lim,5,0.0,18.07.2026
147997,Oʻzbekistonda harbiy haydovchilarni kasbiy tayyorgarligining tarixiy asoslari,Sharipov D.H,Tabiiy-ilmiy,"Mazkur maqolada O'zbekiston hududida harbiy haydovchilar kasbiy tayyorgarligining tarixiy asoslari ilmiy jihatdan tahlil qilinadi. Unda qadimgi saklar, skiflar va massagetlar davridagi otliq jangchilar tayyorgarligi, ularning jismoniy, ruhiy va taktik mashg'ulotlari harbiy harakatlar samaradorligidagi o'rni ochib beriladi.",O'zbek,2026,https://api.ziyonet.uz/images/default/default_cover.png,https://library.ziyonet.uz/book/147997,https://api.ziyonet.uz/uploads/books/10005547/tAxPMDebZS9e0X4.pdf,Maqola,Oliy ta‘lim,5,0.0,18.07.2026
147996,Harbiy haydovchilarning ekstremal vaziyatlarda kasbiy tayyorligini oshirishning innovatsion mexanizmlari,Sharipov Doston Hasan o'g'li,Tabiiy-ilmiy,"Mazkur maqolada harbiy haydovchilarning ekstremal vaziyatlarda kasbiy tayyorgarligini oshirishning ilg'or xorijiy tajriba asosidagi innovatsion mexanizmlari tahlil qilingan. AQSh, Germaniya, Koreya va Isroil tajribalari asosida metodik yondashuvlar, simulyatorlar, psixologik tayyorgarlik tizimlari va avtomatlashtirilgan boshqaruv texnologiyalari yoritilgan.",O'zbek,2026,https://api.ziyonet.uz/images/default/default_cover.png,https://library.ziyonet.uz/book/147996,https://api.ziyonet.uz/uploads/books/10005547/C4PrS0W5FlOcKIW.pdf,Maqola,Oliy ta‘lim,5,0.0,18.07.2026
147995,Harbiy haydovchilarni xizmat faoliyatlari davomida yo'l-transport hodisalarini kamaytirishga yo'naltirilgan maxsus mashqlar,Sharipov Doston Hasan o'g'li,Tabiiy-ilmiy,"Ushbu maqolada harbiy haydovchilarni xizmat vazifalarini ijro etish vaqtida yuzaga kelishi mumkin bo'lgan ekstremal vaziyatlar tahlil etilib, ushbu vaziyatlarda ehtimoliy yo'l-transport hodisalarini kamaytirishga yo'naltirilgan maxsus mashqlar haqida ma'lumotlar keltirilgan.",O'zbek,2026,https://api.ziyonet.uz/images/default/default_cover.png,https://library.ziyonet.uz/book/147995,https://api.ziyonet.uz/uploads/books/10005547/teTn2VhWqalZXY7.pdf,Maqola,Oliy ta‘lim,5,0.0,18.07.2026
147994,Namangan viloyati ziyoratgohlari va muqaddas qadamjolari tarixi,Mamatov Jasurbek Qodirqul o'g'li,Filologiya,"Tadqiqotning maqsadi Namangan viloyati ziyoratgohlari va muqaddas qadamjolari tarixi, ular bilan bog'liq urf-odat hamda marosimlarning etnohududiy xususiyatlarini ochib berishdan iborat.",O'zbek,2026,https://api.ziyonet.uz/images/default/default_cover.png,https://library.ziyonet.uz/book/147994,https://api.ziyonet.uz/uploads/books/10005546/VgCK8VcAoxjYlrD.pdf,Avtoreferat,Oliy o‘quv yurtidan keyingi ta‘lim,52,0.0,18.07.2026
147993,Oʻzbek tilining izohli lugʻatida tarixga oid terminlar talqini,Abduqahhorova Xosiyat Abdurasul qizi,Filologiya,"Tadqiqotning  maqsadi  tarixga  oid  terminlarning  “Oʻzbek  tilining  izohli lugʻati”  (2,  5  va  6  jildli)da  berilishini  izohlash,  ularning  etimologik  va  semantik tavsifini  takomillashtirish  hamda  terminlarni  oʻquv  lugʻatlarida  aks  ettirish tamoyillarini belgilashdan iborat.",O'zbek,2026,https://api.ziyonet.uz/images/default/default_cover.png,https://library.ziyonet.uz/book/147993,https://api.ziyonet.uz/uploads/books/10005546/VvnF6YUcTiGrTdr.pdf,Avtoreferat,Oliy o‘quv yurtidan keyingi ta‘lim,52,0.0,18.07.2026
147992,Gospital ta’limda matematika fanini o‘qitishning samarali usullari,Yusupjanova Shaxnoz Mirzatillayevna,Pedagogika,Ushbu maqolada gospital ta’limda matematika fanini o‘qitishning samarali metodlari va o‘quvchilarning mantiqiy fikrlash qobiliyatlarini shakllashtirish haqida so‘z boradi.,O'zbek,2025,https://api.ziyonet.uz/images/default/default_cover.png,https://library.ziyonet.uz/book/147992,https://api.ziyonet.uz/uploads/books/10010475/mcIYs8f25WrMWrZ.pdf,Maqola,Oliy ta‘lim,3,0.0,18.07.2026
147991,Maktab yoshidagi bolalarni uzoq muddat davolanish davrida ta’limga jalb qilishda fanlarga qiziqtirish,Yusupjanova Shaxnoz Mirzatillayevna,Pedagogika,"Onkologik va gematologik kasalliklar bilan davolanayotgan o‘quvchilarning ta’lim jarayonida duch keladigan qiyinchiliklari, ularning o‘ziga bo‘lgan ishonchini pasaytirishi, ijtimoiy izolyatsiya va ruhiy holatiga ta’sir ko‘rsatishi mumkin. Ushbu maqolada, bundayo‘quvchilarning ta’lim jarayonidagi muammolari, ehtiyojlari va zamonaviy pedagogik yondashuvlar ko‘rib chiqiladi. Ushbu kasalliklar nafaqat jismoniy sog‘liqni, balki bolalarning psixologik va ijtimoiy rivojlanishiga ham salbiy ta’sir ko‘rsatadi.",O'zbek,2025,https://api.ziyonet.uz/images/default/default_cover.png,https://library.ziyonet.uz/book/147991,https://api.ziyonet.uz/uploads/books/10010475/dY1iOrsEeFAU69B.pdf,Maqola,Oliy ta‘lim,5,0.0,18.07.2026
147990,Gospital maktab o‘quvchilariga milliy-axloqiy qadriyatlar tushunchalarini singdirish,Yusupjanova Shaxnoz Mirzatillayevna,Pedagogika,"Ushbu maqolada gospital maktab o‘quvchilarining milliy-axloqiy qadriyatlar asosida tarbiyalanishi va axloqiy fazilatlarning shakllanishi tahlil qilinadi. Tarbiya jarayonida oila, maktab va jamiyatning roli ko‘rib chiqiladi.",O'zbek,2025,https://api.ziyonet.uz/images/default/default_cover.png,https://library.ziyonet.uz/book/147990,https://api.ziyonet.uz/uploads/books/10010475/7AC11i72gmi3vg5.pdf,Maqola,Oliy ta‘lim,4,0.0,18.07.2026
147989,O‘zbekistonda gospital pedagogika “mehrli maktab” faoliyatida,Yusupjanova Shaxnoz Mirzatillayevna,Pedagogika,"Ushbu maqola gospital pedagogika sohasiga oid manba va adabiyotlarni chuqur o‘rganish va tahlil qilish natijasida olingan bilimlar asosida “Mehrli maktab” va unda ta’lim oluvchi o‘quvchilar jamoasi haqida, jumladan, bugungi kunda O‘zbekiston Respublikasi hududida tashkil etilgan “Mehrli maktab”ning faoliyati, bu muassasada ta’lim olayotgan o‘quvchilarning qiziqishlari, fanlarga bo‘lgan munosabati hamda qiziqishlarini mavjud holatidan yana yuqoriroq natijaga chiqarish bo‘yicha amaliy harakatlar xususida bayon qilinadi",O'zbek,2024,https://api.ziyonet.uz/images/default/default_cover.png,https://library.ziyonet.uz/book/147989,https://api.ziyonet.uz/uploads/books/10010475/b9hkEe3Lmm7sUOG.pdf,Maqola,Oliy ta‘lim,6,0.0,18.07.2026
147988,Kiberjinoyatlarga oid ishni sudga qadar yuritishda raqamli dalillardan foydalanish imkoniyatlari va istiqbollari,Badalboyev Feruz Yusufovich,Yuridik fanlar,"Tadqiqotning  maqsadi  – kiberjinoyatlarga oid ishlar bo‘yicha sudga qadar  ish yurituv  jarayonida  raqamli  dalillardan  foydalanishning  mavjud  tashkiliy-huquqiy  va protsessual  mexanizmlarini  kompleks  tahlil  qilish,  ularning  samaradorligini  baholash hamda  mazkur  sohadagi  muammolarni  aniqlash  asosida  ushbu  faoliyatni takomillashtirishga qaratilgan ilmiy-nazariy  xulosalar, shuningdek, amaliy ahamiyatga ega taklif va tavsiyalar ishlab chiqishdan iborat.",O'zbek,2026,https://api.ziyonet.uz/images/default/default_cover.png,https://library.ziyonet.uz/book/147988,https://api.ziyonet.uz/uploads/books/10005546/AJcnxDcZ85lnBsF.pdf,Avtoreferat,Oliy o‘quv yurtidan keyingi ta‘lim,52,0.0,18.07.2026
147987,Mintaqa iqtisodiyotini barqaror rivojlantirishda resurs salohiyatidan foydalanish metodologiyasini takomillashtirish (Surxondaryo viloyati misolida),Sattarov Abdisamat Umirqulovich,Iqtisod va boshqaruv,Tadqiqotning maqsadi mintaqa iqtisodiyotini barqaror rivojlantirishda resurs salohiyatidan foydalanish metodologiyasini takomillashtirish yuzasidan ilmiy taklif va amaliy tavsiyalar ishlab chiqishdan iborat.,O'zbek,2026,https://api.ziyonet.uz/images/default/default_cover.png,https://library.ziyonet.uz/book/147987,https://api.ziyonet.uz/uploads/books/10005546/SSoze25lig9XJZL.pdf,Avtoreferat,Oliy o‘quv yurtidan keyingi ta‘lim,52,0.0,18.07.2026
147986,Hududlar ijtimoiy-iqtisodiy rivojlanishidagi nomutanosibliklarni ekonometrik tadqiq etish,Madaminov Sardorbek Kadamovich,Iqtisod va boshqaruv,Tadqiqotning  maqsadi  hududlarni  ijtimoiy-iqtisodiy  rivojlanishidagi nomutanosibliklarni  ekonometrik  baholash  bo‘yicha  ilmiy  taklif  va  amaliy tavsiyalarni ishlab chiqishdan iborat.,O'zbek,2026,https://api.ziyonet.uz/images/default/default_cover.png,https://library.ziyonet.uz/book/147986,https://api.ziyonet.uz/uploads/books/10005546/ya00tsmjv2cErRb.pdf,Avtoreferat,Oliy o‘quv yurtidan keyingi ta‘lim,52,0.0,18.07.2026
147985,Orolbo‘yi xududida yashovchi axoli orasida buyrak usti bezi o‘smalarining patomorfologik jixatlari.,"Madaminov F.A., Yuldashev B.S., Karimov R.X.",Tibbiyot va farmasevtika,"Dunyo axolisida  buyrak usti bezining barcha o‘smalari 63,3% ni xavfsiz o‘smalar tashkil etib, shulardan 36,8%ni, buyrak usti bezi po‘stloq soxasi adrenokortikal adenomalar tashkl etadi. Buyrak usti bezi po‘stloq soxasi xavfsiz o‘smalari epidemiologiyasi bo‘yicha, AQSH davlati 45-59 yoshlilar orasida ayollarda yuqori ko‘rsatichda aniqlanib, xavfsiz gormonal nafol o‘smalarning 53,2% autopsiya amaliyotida aniqlanadi. Bu esa o‘z navbatida  megapolis shaxardlarda  doimiy ravishda stressor omillarni yuqori darajada rivojlanganligi va ishtimoiy jixatdan keng tarqalganligini anglatadi. Yevropa davlatlari va Buyu Britaniyada buyrak usti bezi xavfsiz o‘smalari bo‘yicha  45-59 yoshli ayollar orasida semirish bilan bog‘liq bo‘lgan barcha xolatlarda, qo‘shimcha tekshiruvlarda to‘satdan aniqlanib, bemorlarda  doimiy ravishda  qon bosimini yuqori bo‘lishi bilan namoyon bo‘ladi.",O'zbek,2026,https://api.ziyonet.uz/images/default/default_cover.png,https://library.ziyonet.uz/book/147985,https://api.ziyonet.uz/uploads/books/10003764/HfjwTxN4rv4Wi9l.pdf,Tavsiyalar,Oliy o‘quv yurtidan keyingi ta‘lim,29,0.0,18.07.2026
147984,"Шўрланган тупроқ шароитида амалий селекция учун ғўзанинг эртапишар, серҳосил ва юқори тола чиқимига эга бошланғич ашёсини яратиш",АЧИЛОВ САНЖАР ГЕЛДИЯРОВИЧ,Qishloq xo’jaligi,"Беккросс чатиштириш усули орқали олинган генетик жиҳатдан бойитилган дурагайлар асосида, эртапишар, серҳосил, йирик кўсакли, юқори тола чиқими ва сифатига эга бўлган шўрга бардошли бошланғич ашёлар яратиш.",Rus,2026,https://api.ziyonet.uz/uploads/books/10008022/z2Hbn4V6toLw76s.jpg,https://library.ziyonet.uz/book/147984,https://api.ziyonet.uz/uploads/books/10008022/BnY3Y3RUOS7iR8N.pdf,Avtoreferat,Oliy o‘quv yurtidan keyingi ta‘lim,46,0.0,18.07.2026
147983,Ingliz va o‘zbek tillarida somatik komponentli frazeologik birliklarning chog‘ishtirma tadqiq.,Nazarova Ziyoda Kattayevna,Filologiya,"Tadqiqotning maqsadi.Ingliz va o‘zbek tillaridagi somatik komponentga ega 
frazeologik birliklarning leksik-semantik, mavzuiy tasnifi jihatlarini chog‘ishtirish 
hamda ularning tillararo o‘zaro aloqalarini, o‘xshashlik va farqlarini aniqlash orqali 
ikki til frazeologiyasining umumiy va o‘ziga xos xususiyatlarini yoritish.",O'zbek,2026,https://api.ziyonet.uz/images/default/default_cover.png,https://library.ziyonet.uz/book/147983,https://api.ziyonet.uz/uploads/books/10005547/ncLSH34Hbvl4fto.pdf,Avtoreferat,Oliy o‘quv yurtidan keyingi ta‘lim,52,0.0,18.07.2026
